name,address,city,phone,website,email,rating,reviews_count,type,business_status
El Mexicano Toulouse,"2 Bd Jules Michelet, 31000 Toulouse",Toulouse,06 24 59 53 48,https://elmexicanotoulouse.fr/,elmexicano@gmail.com; elmexicanotoulouse@gmail.com,5,32,restaurant,OPERATIONAL
GOT FOOD TACOS,"71 Rue Achille Viadieu, 31400 Toulouse",Toulouse,05 64 72 23 83,https://www.order.store/store/got-food-tacos/cHMVojrKS_WrHp-svBvGZQ,vigueur.%5cnhoussem.benyacoub@gmail.com,4.8,81,tacos,OPERATIONAL
La Taqueria Toulouse,"31 Rue Nicolas Bachelier, 31000 Toulouse",Toulouse,06 19 04 36 05,http://lataqueriatoulouse.fr/,,4.6,915,mexicain,OPERATIONAL
New School Tacos - Rangueil,"271 Rte de Narbonne, 31400 Toulouse",Toulouse,05 61 13 26 42,https://www.newschooltacos.fr/,gestion@newschooltacos.fr,4.5,1237,tacos,OPERATIONAL
New School Tacos X Big Smash - Toulouse,"52 Bis Rue de Fenouillet, 31140 Saint-Alban",Toulouse,,http://www.bigsmash.fr/,sav@bigsmash.fr; contact@agence-elypse.com; contact@bigsmash.fr,4.7,350,tacos,OPERATIONAL
Dont Touch Tacos,"174 bis, Rte de Bayonne, 31300 Toulouse",Toulouse,05 61 42 05 49,https://www.donttouchtacos.fr/,,4.7,200,tacos,OPERATIONAL
American & Croc,"174 Rue des Fontaines, 31100 Toulouse",Toulouse,06 20 33 45 08,,,3,6,restaurant,OPERATIONAL
New School Tacos Toulouse - Jean Chaubet,"158 Av. Jean Chaubet, 31500 Toulouse",Toulouse,05 61 54 59 15,https://www.newschooltacos.fr/votre-restaurant-new-school-tacos-a-toulouse-jean-chaubet.php?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,,4,2045,tacos,OPERATIONAL
Top tacos,"34 All. Jean Jaurès, 31000 Toulouse",Toulouse,07 73 25 85 81,,,4.4,36,tacos,OPERATIONAL
New School Tacos Toulouse - Colomiers,"5 All. des Monts Dore, 31770 Colomiers",Toulouse,09 77 38 10 86,https://www.newschooltacos.fr/,gestion@newschooltacos.fr,4.5,1121,tacos,OPERATIONAL
Wizz'up,"96 Bis Rte de Narbonne, 31400 Toulouse",Toulouse,07 83 64 76 79,https://wizzup.fr/,gloreya@admin.com; contact@kalenya.com,4.5,1822,restaurant,OPERATIONAL
Chamas tacos,"30 Chem. des Maraîchers, 31400 Toulouse",Toulouse,,,,4.7,46,tacos,OPERATIONAL
Tacos Avenue - Toulouse Borderouge,"37 Bd André Netwiller, 31200 Toulouse",Toulouse,05 61 26 17 73,https://restaurants.tacos-avenue.com/tacos-toulouse-borderouge/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,tacos.avenue@gmail.com,3.7,1690,tacos,OPERATIONAL
Klüb Tacos,"4 Rue Emile Dewoitine, 31600 Seysses",Toulouse,05 32 53 88 21,https://www.klubtacos.fr/,,4.9,587,tacos,OPERATIONAL
Chicken Grill & Tacos Minimes - Cheese Naan Toulouse,"27 Av. des Minimes, 31200 Toulouse",Toulouse,05 32 97 96 58,http://chicken-grill-tacos-minimes.fr/,,4.3,36,tacos,OPERATIONAL
Tacos plana,"142 Rue Louis Plana, 31500 Toulouse",Toulouse,05 34 30 92 77,https://www.tacosplana.fr/,,4.5,618,tacos,OPERATIONAL
Tacos dream,"350 Rte de Seysses, 31100 Toulouse",Toulouse,05 32 58 85 17,https://tacos-dream.fr/,,4.3,208,tacos,OPERATIONAL
° TACOS HERMANOS (TOULOUSE) °,"67 Av. Jean Rieux, 31500 Toulouse",Toulouse,05 31 21 79 07,https://tacoshermanos.fr/,,4,375,tacos,OPERATIONAL
Chicken Tacos 31,"37 Rue Léon Gambetta, 31000 Toulouse",Toulouse,05 67 16 51 95,,,4.2,276,tacos,OPERATIONAL
Chez Gringo,"Av. de Reynerie, 31100 Toulouse",Toulouse,07 83 09 17 40,,,4.8,10,restaurant,OPERATIONAL
Magic tacos,"26 Av. des États-Unis, 31200 Toulouse",Toulouse,05 61 47 49 78,,,4.7,10,tacos,OPERATIONAL
New School Tacos - Blagnac,"3 Rue Raymond Grimaud, 31700 Blagnac",Toulouse,09 77 44 22 65,https://www.newschooltacos.fr/,,4.2,1689,tacos,OPERATIONAL
L'esquina,"14 Rue du Canon d'Arcole, 31000 Toulouse",Toulouse,07 66 67 11 00,https://www.instagram.com/lesquinatoulouse/,,4.9,170,restaurant,OPERATIONAL
TAKOS FACTORY,"5 rue de l, Rue de Université du Mirail, 31100 Toulouse",Toulouse,09 86 45 25 31,https://takosfactory.fr/fr,,4.1,53,restaurant,OPERATIONAL
New Street Tacos,"104 Av. des États-Unis, 31200 Toulouse",Toulouse,09 81 81 74 33,,,3,13,tacos,OPERATIONAL
Mister Big,"3 Rue René Sentenac, 31300 Toulouse",Toulouse,07 73 98 85 66,,,3.8,6,restaurant,OPERATIONAL
My Naan and Tacos,"17 Gd Rue Saint-Michel, 31400 Toulouse",Toulouse,07 67 65 74 73,,,2.7,3,tacos,OPERATIONAL
FOODLAND,"32 Gd Rue Saint-Michel, 31400 Toulouse",Toulouse,09 56 70 10 64,,,4.8,241,restaurant,OPERATIONAL
La Suite Tacos,"7 Rue Pargaminières, 31000 Toulouse",Toulouse,09 51 79 39 53,,,3.6,237,tacos,OPERATIONAL
JUNK TOULOUSE,"41 Rue des Filatiers, 31000 Toulouse",Toulouse,09 56 32 52 27,https://www.junkburgers.com/,contact@junkgroup.fr; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,4.8,854,restaurant,OPERATIONAL
Grabuge Toulouse,"41 Rue de Bayard, 31000 Toulouse",Toulouse,06 24 54 98 94,https://www.grabuge-toulouse.com/,contact@grabuge-toulouse.com,4.9,26,restaurant,OPERATIONAL
Boka Italian Kitchen,"9 Rue des Lois, 31000 Toulouse",Toulouse,,https://www.bokaitaliankitchen.com/,bokaitaliankitchen@gmail.com; robinlemenn.photographe@gmail.com; hello@danielauriol.com; utilisateur@domaine.com,5,72,restaurant,OPERATIONAL
Le Quatre - restaurant Busca Toulouse,"4 Av. Crampel, 31400 Toulouse",Toulouse,05 61 14 15 92,,,5,33,restaurant,OPERATIONAL
YŪJŌ RAMEN ラーメン屋 TOULOUSE SAINT-CYPRIEN,"6 Pl. de l'Estrapade, 31300 Toulouse",Toulouse,05 61 11 48 19,https://yujoramen.com/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,,4.7,195,japonais,OPERATIONAL
FRINGALE,"39 Rue des Lois, 31000 Toulouse",Toulouse,07 85 93 28 34,,,4.8,151,restaurant,OPERATIONAL
KAWOK - TOULOUSE CARTOUCHERIE,"108 Av. de Grande Bretagne, 31300 Toulouse",Toulouse,07 63 46 62 87,http://kawok.fr/,kawok-merignac@2x-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png; icone-kawok-@3x-300x300.png; logo-kawok-couleurs@3x-480x149.png; icone-kawok-@3x-993x1024.png; kawok-lyon3@2x-rgkyy8s0934ybsszikd3ze46hhrj6py6med88dutxc.png; kawok-chatillon@2x-rgkyyanomr7iz0q97l6d4dn3o9i9m45nano76xs1kw.png; icone-kawok-@3x-480x495.png; kawok-saint-medard-en-jalles@2x-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png; kawok-pessac@2x-1-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png; logo-kawok-couleurs@3x-980x304.png; coq-kawok@3x-300x260.png; kawok-paris20@2x-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png; kawok-saint-denis@2x-rgkyyanomr7iz0q97l6d4dn3o9i9m45nano76xs1kw.png; kawok-minimes@2x-rgkyy8s0934ybsszikd3ze46hhrj6py6med88dutxc.png; icone-kawok-@3x-980x1010.png; kawok-tours@2x-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png; icone-kawok-@3x-100x100.png; logo-kawok-couleurs@3x-1024x318.png; kawok-fontenay@2x-rgkyy9pufx68nermd2rqjvvn2vmwef1wyj0ppntfr4.png,4.5,3471,chinois,OPERATIONAL
Gusto’Art,31000 Toulouse,Toulouse,07 77 76 80 14,https://gustoart.fr/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; gustoart31@gmail.com; e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com,5,13,restaurant,OPERATIONAL
Mamy's,"5 Rue Joachim du Bellay, 31100 Toulouse",Toulouse,05 67 33 34 26,https://www.mamys.fr/,,4.1,1313,restaurant,OPERATIONAL
Hope! Restaurant Toulouse,"19 Rue Saint-Bernard, 31000 Toulouse",Toulouse,07 44 73 76 59,https://sites.google.com/view/hope-restaurant-pates-gnocchis/accueil,hope.rerestaurant31@gmail.com,4.9,381,restaurant,OPERATIONAL
"CLUBBBBB superfood | brunch, lunch & coffee shop","24 Rue du Taur, 31000 Toulouse",Toulouse,09 55 54 63 08,http://www.clubbbbb.com/,,4.7,549,brunch-cafe,OPERATIONAL
Les Burgers de Colette - Toulouse,"19 Bd de Strasbourg, 31000 Toulouse",Toulouse,05 61 45 88 06,https://www.lesburgersdecolette.fr/,chris@colette-developpement.fr; tatie@colette-developpement.fr; contact@webflow.fr,4.3,1717,burger,OPERATIONAL
Pepe Chicken by FastGoodCuisine,"46 Bd des Minimes, 31200 Toulouse",Toulouse,09 78 46 63 02,https://www.pepechicken.fr/,,2.4,131,fast-food,OPERATIONAL
Go fast food 31,"3 Rue Erik Satie appt 158, 31100 Toulouse",Toulouse,07 73 24 41 73,,,,,fast-food,OPERATIONAL
La Fabriq Du Burger,"29 Av. de Lavaur, 31500 Toulouse",Toulouse,05 61 23 79 19,,,4.7,1051,burger,OPERATIONAL
Chez Anatole,"7 Rue du Pas-Saint-Georges, 33000 Bordeaux",Bordeaux,06 63 59 69 92,,,4.8,2676,restaurant,OPERATIONAL
O’Délice,"5 Rue Élie Gintrac, 33000 Bordeaux",Bordeaux,07 49 87 30 09,https://o-delice33.square.site/,,4.9,154,restaurant,OPERATIONAL
Kapital Kebab,"30 32 Rue Piliers de Tutelle, 33000 Bordeaux",Bordeaux,,http://www.facebook.com/kapitalkebab,,4.7,2006,kebab,OPERATIONAL
Kaboul Food,"114 Cr de l'Yser, 33800 Bordeaux",Bordeaux,07 53 25 18 69,,,4.9,59,restaurant,OPERATIONAL
Best Of Kebab,"4 Rue Alain Fournier, 33150 Cenon",Bordeaux,05 57 54 96 33,https://bestofkebab.com/,,4.6,2526,kebab,OPERATIONAL
Best Of Tacos,"125bis Cr Victor Hugo, 33000 Bordeaux",Bordeaux,06 59 73 99 78,https://bestoftacos-bordeaux.com/,,4.1,423,tacos,OPERATIONAL
Mangez-moi - Tacos Kebab Naan & Burger,"33 Rue du Loup, 33000 Bordeaux",Bordeaux,05 54 49 53 56,https://delicity.com/mangez-moi-bordeaux,,4.1,1336,kebab,OPERATIONAL
Origine BK - Berliner kebab,"19 Rue du Mirail, 33000 Bordeaux",Bordeaux,09 79 14 48 70,https://www.origine-bk.fr/,contact@origine-bk.fr; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,4.8,983,kebab,OPERATIONAL
Chez SISSO,"284 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,05 56 72 40 26,,,4.9,345,restaurant,OPERATIONAL
Aslan Berliner,"31 Rue du Cancera, 33000 Bordeaux",Bordeaux,,https://aslanberliner.fr/,,4.4,883,kebab,OPERATIONAL
Les Sables d'Or,"223 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,,https://lessablesdor.shop/,lessablesdor.shop@gmail.com,4.1,749,restaurant,OPERATIONAL
Cheese Naan,"58 Cr Portal, 33000 Bordeaux",Bordeaux,07 44 20 85 69,,,4,261,indien,OPERATIONAL
MONSIEUR LE KEBABIER,"42 Rue Saint-Rémi, 33000 Bordeaux",Bordeaux,06 63 31 19 52,https://monsieurlekebabier.com/,contact@monsieurlkebabier.fr; contact.mk33100@gmail.com,4.7,485,kebab,OPERATIONAL
O'Naan Food,"242 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,06 41 21 54 31,https://onaanfood.fr/,,4.2,287,indien,OPERATIONAL
Tacos naan Factory,"280 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,,,,4.1,486,tacos,OPERATIONAL
La cigale,"28 Rue de Pessac, 33000 Bordeaux",Bordeaux,09 55 52 62 63,https://lacigale-bordeaux.fr/,,4.9,203,restaurant,OPERATIONAL
DÜRÜMLEE Döner Kebab,"45 Rue de Pessac, 33000 Bordeaux",Bordeaux,05 64 72 47 71,,,5,20,kebab,OPERATIONAL
Tek Doner,"238 Cr de l'Argonne, 33800 Bordeaux",Bordeaux,09 52 77 31 75,,,4.9,67,kebab,OPERATIONAL
"Le Glück – Berliner Kebab Maison | Agneau, Poulet Halal & Falafels","14 Rue Fernand Philippart, 33000 Bordeaux",Bordeaux,06 58 35 18 97,https://www.gluckberliner.fr/,gestion@legluck.fr; contact@gluck.fr,4.7,6,kebab,OPERATIONAL
ROYAL KEBAB Grill,"273bis Cr de l'Argonne, 33000 Bordeaux",Bordeaux,07 67 99 81 82,https://www.royal-kebab-fonsorbes.fr/,,4.8,65,kebab,OPERATIONAL
La Broche Kebab Dealer,"21 Rue des Augustins, 33000 Bordeaux",Bordeaux,05 54 78 74 59,,,5,72,kebab,OPERATIONAL
Le Glück Berliner kebab Broche maison Agneau Halal et Poulet Halal,"14 Rue Fernand Philippart, 33000 Bordeaux",Bordeaux,,https://www.gluckberliner.fr/,gestion@legluck.fr; contact@gluck.fr,4.5,467,kebab,OPERATIONAL
Taco Naan,"125 Cr Victor Hugo, 33000 Bordeaux",Bordeaux,07 82 31 69 12,,,3.8,980,tacos,OPERATIONAL
GREEKIA Bordeaux - Restaurant Grec,"269 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,,https://www.greekia.fr/,,4.9,880,grec,OPERATIONAL
Chez Georges,"28 Rue Edmond Costedoat, 33000 Bordeaux",Bordeaux,,,,4.5,872,restaurant,OPERATIONAL
My Tacos,"13 Cr de la Marne, 33800 Bordeaux",Bordeaux,,https://my-tacos.eatbu.com/,mestaouiradhouane@gmail.com,3.5,480,tacos,OPERATIONAL
Le palmier,"263 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,,https://www.ubereats.com/fr/store/le-palmier/I4e3S-1IRwisPqERybMWIg,,4.4,248,restaurant,OPERATIONAL
Le Must,"280 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,06 52 35 20 94,https://le-must-bordeaux.eatbu.com/,younesdjebouai@hotmail.com,2.5,12,restaurant,OPERATIONAL
chez Ersin,"231 Cr de la Marne, 33800 Bordeaux",Bordeaux,09 87 37 72 75,,,4.6,474,restaurant,OPERATIONAL
O'berlinois,"81 Cr Aristide Briand, 33000 Bordeaux",Bordeaux,,,,4.6,177,restaurant,OPERATIONAL
MY BARLINER,"91 Rue de Tauzia, 33800 Bordeaux",Bordeaux,05 56 49 46 82,,,4.9,298,restaurant,OPERATIONAL
Gyraya - Restaurant Grec - Bordeaux,"185 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,05 56 91 98 53,https://www.gyraya.fr/,,4.7,3167,grec,OPERATIONAL
Kool fresh,"33 Rue François de Sourdis, 33000 Bordeaux",Bordeaux,05 54 51 67 28,https://app.ordering.sumup.com/kool-fresh/33-rue-francois-de-sourdis,u003edpo@sumup.com,4.8,426,restaurant,OPERATIONAL
Elysée Doner Kebab St Projet,"14 Rue de la Merci, 33000 Bordeaux",Bordeaux,06 59 10 54 06,https://manekena7.wixsite.com/website,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com,4.5,485,kebab,OPERATIONAL
Ankara,"207 Rue Fondaudège, 33000 Bordeaux",Bordeaux,05 56 44 67 53,https://www.ankarakebab.fr/,contact@ankarakebab.fr; contact@etre-visible.local.fr,4.6,373,restaurant,OPERATIONAL
KEBAB CHIC,"14 Av. de la République, 33200 Bordeaux",Bordeaux,07 66 12 34 80,,,4.3,30,kebab,OPERATIONAL
KING TACOS,"64 Cr Victor Hugo, 33000 Bordeaux",Bordeaux,09 53 02 80 97,https://king-tacos.metro.bar/,samibenmahmoud@hotmail.fr,3.7,177,tacos,OPERATIONAL
My Kebab,"69 Cr de l'Yser, 33800 Bordeaux",Bordeaux,07 58 65 09 69,,,5,8,kebab,OPERATIONAL
HESTÏA Bordeaux,"35 Rue Sainte-Colombe, 33000 Bordeaux",Bordeaux,05 56 38 47 35,https://www.hestia-bordeaux.fr/,contact@bomedia.fr; contact@hestia-bordeaux.fr,4.9,77,restaurant,OPERATIONAL
Rimsou,"36 Pl. de Stalingrad, 33100 Bordeaux",Bordeaux,07 66 10 68 45,https://rimsou-bordeaux.fr/,,4.8,205,restaurant,OPERATIONAL
Sumak,"111 Rue Gustave Carde, 33100 Bordeaux",Bordeaux,05 57 61 40 53,https://sumak-kebab.fr/,kevin.meiar@groupemeiar.com; sumak.bordeaux@gmail.com,4.8,573,restaurant,OPERATIONAL
MY KHAO Bordeaux,"247 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,,https://mykhaobordeaux.shop/,,4.6,2405,restaurant,OPERATIONAL
La baraque à frites,"Pl. des Quinconces, 33000 Bordeaux",Bordeaux,,,,4.9,54,restaurant,OPERATIONAL
Cappadoce,"5 Rue des Bahutiers, 33000 Bordeaux",Bordeaux,05 56 44 61 64,https://www.cappadoce33.fr/,contact@cappadoce33.fr,4.2,714,restaurant,OPERATIONAL
El Malouf,"10 Cr de l'Yser, 33800 Bordeaux",Bordeaux,06 08 86 31 26,,,4.4,379,restaurant,OPERATIONAL
EGE GRILL,"197 Rue Georges Bonnac, 33000 Bordeaux",Bordeaux,06 51 65 57 72,https://egegrill.com/,,4.6,97,restaurant,OPERATIONAL
Sandwicherie Le Manhattan,"33000 Bordeaux, France",Bordeaux,,,,3.7,110,restaurant,OPERATIONAL
Mondial Kebab,"493 Av. du Maréchal de Lattre de Tassigny, 33200 Bordeaux",Bordeaux,05 56 57 64 86,http://mondialkebab33.com/,,4.3,828,kebab,OPERATIONAL
Cosy Tacos Bastide,"57 All. Serr, 33100 Bordeaux",Bordeaux,05 56 40 80 97,https://cosytacos.fr/,contact@cosytacos.fr; direction@cosytacos.fr; info@linkseo.fr,4.7,1466,tacos,OPERATIONAL
MAK FOOD BORDEAUX,"9 Rue Etienne Huyard, 33300 Bordeaux",Bordeaux,09 56 45 55 72,https://makfood.dishop.co/,,4.6,303,restaurant,OPERATIONAL
Braise Kebab,"48 Rue du Jard, 33700 Mérignac",Bordeaux,09 87 70 89 83,,,4.7,374,kebab,OPERATIONAL
Kebab Time,"38 Av. d'Arès, 33000 Bordeaux",Bordeaux,09 51 68 80 04,https://coolfood33.com/,,4.5,164,kebab,OPERATIONAL
New School Tacos - Bordeaux Victoire,"39 Rue des Augustins, 33000 Bordeaux",Bordeaux,,https://www.newschooltacos.fr/votre-restaurant-new-school-tacos-a-bordeaux-centre.php?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,,4.5,2165,tacos,OPERATIONAL
TOOPITA Bordeaux (Chiche ou Pois Chiche),"55 Rue Saint-Rémi, 33000 Bordeaux",Bordeaux,06 69 21 12 17,https://toopita.fr/,,4.7,820,restaurant,OPERATIONAL
Chez Henzo kebab tacos,"17 Rue de Lalande, 33000 Bordeaux",Bordeaux,,,,5,2,kebab,OPERATIONAL
La Baraka,"30 Rue Blanqui, 33300 Bordeaux",Bordeaux,05 40 71 56 65,http://la-baraka-bordeaux.eatbu.com/,houfani.amor@hotmail.fr,4.5,200,restaurant,OPERATIONAL
Topkapi Kebab,"88 Rue de la Benauge, 33100 Bordeaux",Bordeaux,05 56 40 32 31,https://m.facebook.com/topkapikebab33/?ref=bookmarks,,4.5,252,kebab,OPERATIONAL
El Dorado – Fraîche Tacos & Burgers,"234 Cr de la Marne, 33800 Bordeaux",Bordeaux,05 56 94 13 09,,,4.4,692,tacos,OPERATIONAL
Antalya Kebab,"12 Pl. de Bir Hakeim, 33000 Bordeaux",Bordeaux,,,,4.6,183,kebab,OPERATIONAL
GREENADINE pizzeria cauderan,"85 Cr Marc Nouaux, 33000 Bordeaux",Bordeaux,07 68 62 37 25,https://greenadine-bordeaux.eatbu.com/?lang=fr,greenadine21@gmail.com,4.8,75,pizzeria,OPERATIONAL
Osteria Pizzeria da Bartolo,"15 Rue des Faussets, 33000 Bordeaux",Bordeaux,05 56 81 48 38,https://www.dabartolo.fr/,,4.4,3268,pizzeria,OPERATIONAL
Papà Lello,"35 Quai des Chartrons, 33000 Bordeaux",Bordeaux,,https://papafamiglia.com/,ciao@papafamiglia.com,4.7,1215,restaurant,OPERATIONAL
La Tradizione,"6 Pl. Paul et Jean Paul Avisseau, 33300 Bordeaux",Bordeaux,05 33 05 16 87,https://www.latradizionebordeaux.fr/,contact@hrvprod.com,4.5,1977,restaurant,OPERATIONAL
Pizzeria Mirabella,"38 Cr Evrard de Fayolle, 33000 Bordeaux",Bordeaux,05 56 29 12 63,https://www.pizzeriamirabella.fr/,,4.8,446,pizzeria,OPERATIONAL
GRUPPOMIMO - Bordeaux,"24 Rue Saint-Rémi, 33000 Bordeaux",Bordeaux,05 48 27 10 35,https://www.gruppomimo.com/,,4.7,7730,restaurant,OPERATIONAL
Piacere Pizzeria,"58 Cr de la Somme, 33800 Bordeaux",Bordeaux,09 87 43 44 45,http://piacere-pizzeria.fr/,,5,258,pizzeria,OPERATIONAL
Tripletta Saint Michel,"30 Pl. Meynard, 33800 Bordeaux",Bordeaux,05 57 04 14 40,https://triplettabordeaux.fr/,contact@triplettapizza.com,4.7,1875,restaurant,OPERATIONAL
Monzù Grands Hommes,"12 Pl. des Grands Hommes, 33000 Bordeaux",Bordeaux,05 56 48 55 24,https://www.monzu.fr/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-menu,contact@monzu.fr; contact@webflow.com,4.5,4092,restaurant,OPERATIONAL
Giulia,"110 Rue des Terres de Borde, 33800 Bordeaux",Bordeaux,09 83 81 07 11,http://www.giuliabordeaux.com/,,4.8,508,restaurant,OPERATIONAL
La Cantina Roni,"81 Cr Marc Nouaux, 33000 Bordeaux",Bordeaux,05 56 01 03 48,https://www.cantinaroni.fr/,,4.9,429,restaurant,OPERATIONAL
Capperi - Pizzaioli Italiani,"3 Rue de la Cr des Aides, 33000 Bordeaux",Bordeaux,05 56 90 93 05,http://capperi.fr/,,4.8,510,pizzeria,OPERATIONAL
Les cancres Jardin Public,"3 Rue David Johnston, 33000 Bordeaux",Bordeaux,05 57 22 06 63,,,4.9,520,restaurant,OPERATIONAL
POGGETTI - Pizzeria e Cucina Italiana,"32 Rue Gaspard Philippe, 33800 Bordeaux",Bordeaux,05 57 12 03 09,https://www.poggetti.fr/,,4.3,1214,pizzeria,OPERATIONAL
La Delizia Da Bartolo,"54 Rue du Palais Gallien, 33000 Bordeaux",Bordeaux,05 33 89 49 27,https://www.dabartolo.fr/,,4.4,481,restaurant,OPERATIONAL
Tripletta Chartrons,"83 Cr du Médoc, 33300 Bordeaux",Bordeaux,09 83 30 30 70,https://triplettabordeaux.fr/,contact@triplettapizza.com,4.6,2703,restaurant,OPERATIONAL
San Pietro - Bordeaux,"18 Rue Saint-Rémi, 33000 Bordeaux",Bordeaux,05 56 52 86 34,https://www.privateaser.com/lieu/55952-san-pietro,contact@privateaser.com; 933253b0bf8b494ca325099db2f790a8@o32036.ingest.sentry.io,4.4,1386,restaurant,OPERATIONAL
Osteria Da Luigi,"23 Rue du Pas-Saint-Georges, 33000 Bordeaux",Bordeaux,05 56 81 03 80,https://www.osteria-da-luigi.fr/,osteria@outlook.com; support@ovhcloud.com; osteriadaluigi@outlook.com,4.5,1275,italien,OPERATIONAL
Pizzeria Dieci,"10 Rue du Maréchal Joffre, 33000 Bordeaux",Bordeaux,05 56 30 49 73,https://www.pizzeriadieci.fr/,,4.7,320,pizzeria,OPERATIONAL
Piuma,"177 Rue Sainte-Catherine, 33000 Bordeaux",Bordeaux,07 67 70 24 34,https://www.piumabordeaux.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,4.7,307,restaurant,OPERATIONAL
La Pizz,"30 Cr de l'Argonne, 33000 Bordeaux",Bordeaux,05 47 29 13 77,http://lapizz-bordeaux.fr/#,,4.8,351,restaurant,OPERATIONAL
BOCCACCIA,"52 Pl. des Capucins, 33800 Bordeaux",Bordeaux,05 57 96 82 57,http://www.boccaccia.fr/,info@boccaccia.fr; utilisateur@domaine.com,4.8,902,restaurant,OPERATIONAL
La Pizza au Feu de Bois,"13 Rue Jean Burguet, 33000 Bordeaux",Bordeaux,05 56 31 48 24,http://www.pizza.feudebois.online.fr/,,4.7,217,pizzeria,OPERATIONAL
Stai Calmo,"15 Rue du Cerf Volant, 33000 Bordeaux",Bordeaux,07 76 09 73 93,https://italopasaro.wixsite.com/staicalmo,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,4.8,208,restaurant,OPERATIONAL
Monzù Promenade Sainte Catherine,"14 Rue Guiraude, 33000 Bordeaux",Bordeaux,05 57 83 46 21,http://monzu.fr/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,contact@monzu.fr; contact@webflow.com,4.5,2693,restaurant,OPERATIONAL
Pizzeria Rizzuto,"165 Rue Judaïque, 33000 Bordeaux",Bordeaux,07 69 72 51 23,https://delicity.com/pizzeria-rizzuto-bordeaux,,4.8,122,pizzeria,OPERATIONAL
Casale taglio pizzeria,"183 Rue de Bègles, 33800 Bordeaux",Bordeaux,09 88 39 38 70,https://instagram.com/pizzeria_casale_taglio,,4.9,102,pizzeria,OPERATIONAL
Dolomites Pizza Bordeaux,"23 Cr de la Martinique, 33000 Bordeaux",Bordeaux,05 57 87 37 94,https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=1682,,4.6,327,pizzeria,OPERATIONAL
Pizzeria la mama,"21 Rue des Remparts, 33000 Bordeaux",Bordeaux,05 56 44 67 87,https://www.pizzerialamama.fr/,,4,1198,pizzeria,OPERATIONAL
FAINA,"17 Pl. Fernand Lafargue, 33000 Bordeaux",Bordeaux,05 57 99 46 84,http://faina.fr/,resa@faina.fr; fainabdx@gmail.com,4.7,266,restaurant,OPERATIONAL
Restaurant La Mona,"1 Rue Sainte-Marie, 33100 Bordeaux",Bordeaux,05 57 54 02 19,http://www.pizzerialamona.fr/,,4.4,1058,restaurant,OPERATIONAL
Bocce Saint Seurin,"45 Rue Lachassaigne, 33000 Bordeaux",Bordeaux,05 54 51 87 62,http://www.bocce.fr/,,4.7,489,restaurant,OPERATIONAL
Litalia Pizzeria Bordeaux Bastide,"12 Av. Thiers, 33100 Bordeaux",Bordeaux,05 57 54 70 61,http://www.litalia.fr/,,4.4,326,pizzeria,OPERATIONAL
Basilic & Co - pizzas de terroirs - Bordeaux,"141 Rue de la Benauge, 33100 Bordeaux",Bordeaux,05 57 54 41 49,https://commande.basilic-and-co.com/restaurants/pizzeria-bordeaux-bastide,,4.7,242,pizzeria,OPERATIONAL
Ragazzi Da Peppone,"9 Quai Richelieu, 33000 Bordeaux",Bordeaux,05 56 30 25 25,https://groupe-peppone.fr/,,4.2,2114,restaurant,OPERATIONAL
Bistro Mimi,"17 Rue Huguerie, 33000 Bordeaux",Bordeaux,05 57 83 47 42,https://bistro-mimi-bordeaux.fr/fr,monemail@domain.com; developer@udevweb.co; nom@domain.com,4.5,883,brasserie,OPERATIONAL
